科系代碼,科系名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生
210302,工藝設計學系,N 修,C 學士,0,0,0,0,8,26,3,12,0,0,0,0,0,0,2,4
210302,工藝設計學系,P 進,B 學士,9,26,10,25,8,29,8,19,0,0,0,0,0,0,4,6
210401,音樂學系,D 日,D 博士,5,9,5,11,4,5,4,8,3,3,2,6,1,3,0,0
210401,音樂學系,D 日,M 碩士,93,317,70,243,56,242,32,117,0,0,0,0,0,0,6,16
210401,音樂學系,D 日,B 學士,248,636,224,616,202,611,200,608,0,0,0,0,0,0,76,126
210401,音樂學系,D 日,C 學士,0,0,0,0,8,58,10,69,0,0,0,0,0,0,0,11
210401,音樂科,D 日,5 五專,34,86,37,83,33,83,9,82,23,62,0,0,0,0,0,0
210401,音樂學系,N 職,M 碩士,31,92,22,80,18,57,8,24,9,11,2,15,0,0,3,13
210401,音樂學系,N 修,C 學士,0,0,0,0,0,0,0,0,4,23,0,0,0,0,1,2
210401,音樂學系,P 進,B 學士,20,33,22,29,18,39,23,26,0,0,0,0,0,0,7,10
210401,音樂學系,S 暑,M 碩士,1,15,1,15,1,14,4,21,0,0,0,0,0,0,2,2
210402,中國音樂學系,D 日,M 碩士,8,13,10,12,3,12,4,2,0,0,0,0,0,0,0,0
210402,中國音樂學系,D 日,B 學士,23,77,34,72,28,74,18,81,0,0,0,0,0,0,5,15
210402,中國音樂科,D 日,5 五專,13,16,12,17,7,18,0,0,0,0,0,0,0,0,0,0
210402,中國音樂學系,N 職,M 碩士,3,5,2,5,1,1,0,2,0,1,0,1,0,0,0,0
210402,中國音樂學系,P 進,B 學士,12,19,9,25,14,20,10,25,0,0,0,0,0,0,4,10
210404,音樂應用學系,D 日,M 碩士,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
210404,音樂應用學系,D 日,B 學士,11,28,17,23,11,25,9,24,0,0,0,0,0,0,9,16
210405,應用音樂學系,D 日,B 學士,16,26,14,22,11,31,15,27,0,0,0,0,0,0,6,7
210406,民族音樂學系,D 日,M 碩士,8,21,7,22,7,20,6,12,0,0,0,0,0,0,0,0
210406,民族音樂學系,D 日,B 學士,9,19,5,13,11,13,4,16,0,0,0,0,0,0,4,4
210406,民族音樂學系,N 職,M 碩士,5,7,8,10,1,4,1,2,0,0,0,0,0,0,3,4
210407,戲曲音樂學系,D 日,B 學士,7,18,3,21,7,10,5,13,0,0,0,0,0,0,0,2
210408,傳統音樂學系,D 日,M 碩士,5,6,4,7,1,6,0,7,0,0,0,0,0,0,0,0
210408,傳統音樂學系,D 日,B 學士,5,28,3,27,7,22,3,23,0,0,0,0,0,0,4,5
210409,管絃與擊樂研究所,D 日,M 碩士,12,8,2,10,3,15,0,4,0,0,0,0,0,0,0,0
210412,鋼琴(伴奏)合作藝術研究所,D 日,M 碩士,2,9,3,11,1,5,0,2,0,0,0,0,0,0,0,0
210501,戲劇學系,D 日,D 博士,2,2,0,1,1,0,0,5,0,0,0,2,0,5,0,0
210501,戲劇學系,D 日,M 碩士,15,24,11,20,14,28,12,31,0,0,0,0,0,0,0,0
210501,戲劇學系,D 日,B 學士,77,98,67,109,67,107,71,96,0,0,0,0,0,0,54,55
210501,戲劇學系,N 職,M 碩士,8,8,7,13,3,14,1,4,1,2,0,2,0,0,0,0
210501,戲劇學系,P 進,B 學士,15,23,19,25,12,27,14,20,0,0,0,0,0,0,14,6
210502,中國戲劇學系,D 日,B 學士,25,27,17,31,24,21,23,18,0,0,0,0,0,0,14,11
210503,歌仔戲學系,D 日,B 學士,7,16,8,6,2,17,2,10,0,0,0,0,0,0,0,2
210504,京劇學系,D 日,B 學士,4,13,9,14,7,10,5,11,0,0,0,0,0,0,6,2
210505,客家戲學系,D 日,B 學士,7,10,3,12,2,3,3,14,0,0,0,0,0,0,0,3
210506,劇場藝術(創作)學系,D 日,M 碩士,11,18,10,26,12,13,11,10,0,0,0,0,0,0,1,0
210506,劇場藝術(創作)學系,D 日,B 學士,28,40,26,41,21,36,24,28,0,0,0,0,0,0,18,10
210506,劇場藝術(創作)學系,N 修,B 學士,9,11,9,15,0,0,0,0,0,0,0,0,0,0,0,0
210507,劇場設計學系,D 日,M 碩士,1,8,6,2,2,4,4,5,0,0,0,0,0,0,0,0
210507,劇場設計學系,D 日,B 學士,18,23,17,21,13,23,13,20,0,0,0,0,0,0,14,9
210510,戲劇創作與應用學系,D 日,M 碩士,1,10,5,7,4,11,0,12,0,0,0,0,0,0,1,1
210510,戲劇創作與應用學系,D 日,B 學士,21,23,19,21,12,26,18,19,0,0,0,0,0,0,6,6
210511,舞蹈學系,D 日,D 博士,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
210511,舞蹈學系,D 日,M 碩士,7,47,4,36,9,39,7,32,0,0,0,0,0,0,1,3
210511,舞蹈學系,D 日,B 學士,34,147,25,147,25,125,20,140,0,0,0,0,0,0,18,27
210511,舞蹈學系,D 日,C 學士,0,0,0,0,1,29,0,32,0,0,0,0,0,0,0,7
210511,舞蹈科,D 日,5 五專,18,60,5,61,13,58,0,39,2,37,0,0,0,0,0,0
210511,舞蹈學系,N 職,M 碩士,0,3,0,6,1,7,0,4,0,0,0,1,0,0,0,0
210511,舞蹈學系,P 進,B 學士,7,35,8,32,2,34,11,24,0,0,0,0,0,0,1,9
210522,影劇藝術學系,D 日,B 學士,25,21,26,26,17,23,20,12,0,0,0,0,0,0,0,0
210523,模特兒與展演學系,D 日,B 學士,5,3,7,13,5,2,1,2,0,0,0,0,0,0,0,0
210524,演藝事業系,D 日,B 學士,69,89,60,62,41,39,0,0,0,0,0,0,0,0,0,0
210524,演藝事業科,D 日,5 五專,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210601,電影學系,D 日,M 碩士,8,3,11,2,6,2,6,7,0,0,0,0,0,0,0,0
210601,電影學系,D 日,B 學士,19,27,14,35,15,26,13,26,0,0,0,0,0,0,12,17
210601,電影學系,N 職,M 碩士,3,5,2,5,2,2,1,2,4,1,0,1,0,0,0,0
210601,電影學系,P 進,B 學士,10,20,16,14,9,20,9,12,0,0,0,0,0,0,8,6
210602,電影創作學系,D 日,M 碩士,12,7,12,4,8,7,10,7,0,0,0,0,0,0,0,0
210602,電影創作學系,D 日,B 學士,12,34,9,29,8,24,10,20,0,0,0,0,0,0,5,3
210603,音像紀錄(與影像維護)研究所,D 日,M 碩士,10,8,5,1,2,0,6,11,0,0,0,0,0,0,0,0
210604,視覺藝術學系,D 日,M 碩士,17,36,14,39,15,20,10,20,0,0,0,0,0,0,1,2
210604,視覺藝術學系,D 日,B 學士,29,103,29,111,27,109,23,114,0,0,0,0,0,0,8,24
210604,視覺藝術學系,N 職,M 碩士,6,23,6,18,2,10,3,2,0,0,0,0,0,0,3,8
210604,視覺藝術學系,P 進,B 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
210604,視覺藝術學系,S 暑,M 碩士,0,0,3,4,4,5,1,2,1,1,0,0,0,0,0,0
210606,造形藝術學系,D 日,M 碩士,8,8,8,6,6,6,11,6,0,0,0,0,0,0,0,0
210606,造形藝術學系,D 日,B 學士,21,92,30,79,28,79,28,79,0,0,0,0,0,0,7,10
210606,造形藝術學系,P 進,B 學士,8,25,6,6,6,10,7,8,0,0,0,0,0,0,1,2
210610,數位影視動畫科,D 日,5 五專,30,54,33,46,32,51,28,56,13,60,0,0,0,0,2,3
210610,數位影視動畫科,N 修,2 二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
210611,創意藝術產業研究所,N 職,M 碩士,4,6,6,4,0,0,0,0,0,0,0,0,0,0,9,8
210612,動畫藝術與影像美學研究所,D 日,M 碩士,10,10,7,13,5,14,9,14,0,0,0,0,0,0,0,0
210613,視覺與媒體藝術學系,D 日,M 碩士,2,3,1,4,1,1,2,5,0,0,0,0,0,0,0,0
210613,視覺與媒體藝術學系,D 日,B 學士,13,29,13,27,14,17,13,8,0,0,0,0,0,0,6,7
210613,視覺與媒體藝術學系,N 職,M 碩士,1,5,2,5,3,2,1,1,0,0,0,0,0,0,0,0
210614,動畫學系,D 日,B 學士,5,36,9,31,10,29,11,30,0,0,0,0,0,0,0,0
210615,電影與電視學系,D 日,B 學士,33,34,26,37,23,21,12,33,0,0,0,0,0,0,0,0
210615,電影與電視學系,P 進,B 學士,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
210616,影視藝術系,D 日,B 學士,22,27,25,25,18,28,24,20,0,0,0,0,0,0,12,4
210617,創意產業與數位電影學位學程,D 日,B 學士,28,41,38,26,38,34,35,51,0,0,0,0,0,0,8,8
210618,娛樂數位系,D 日,B 學士,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0
210619,視覺藝術與設計學系,D 日,M 碩士,4,13,2,8,10,7,5,6,0,0,0,0,0,0,0,0
210619,視覺藝術與設計學系,D 日,B 學士,13,34,11,34,10,30,4,42,0,0,0,0,0,0,3,6
210619,視覺藝術與設計學系,N 職,M 碩士,3,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0
210701,藝術學系,D 日,M 碩士,4,23,3,18,1,28,21,44,0,0,0,0,0,0,0,0
210703,藝術史學系,D 日,D 博士,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0
210703,藝術史學系,D 日,M 碩士,6,29,4,19,9,32,10,30,0,0,0,0,0,0,0,0
210703,藝術史學系,D 日,B 學士,8,41,9,35,6,34,9,29,0,0,0,0,0,0,3,5
210706,古蹟藝術修護學系,D 日,M 碩士,2,1,2,2,2,4,1,0,0,0,0,0,0,0,0,0
210706,古蹟藝術修護學系,D 日,B 學士,8,17,4,22,7,16,8,18,0,0,0,0,0,0,7,16
210707,(音樂與)表演藝術系,D 日,D 博士,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0
210707,(音樂與)表演藝術系,D 日,M 碩士,2,26,3,17,8,10,3,13,0,0,0,0,0,0,0,0
210707,(音樂與)表演藝術系,D 日,B 學士,88,129,63,84,71,52,54,29,0,0,0,0,0,0,33,23
210707,(音樂與)表演藝術系,N 職,M 碩士,4,19,0,15,1,16,0,3,1,0,1,0,0,0,0,0
210707,(音樂與)表演藝術系,N 修,B 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
210708,跨領域藝術研究所,D 日,M 碩士,3,13,3,8,2,10,8,14,0,0,0,0,0,0,0,1
210709,藝術與(創意)設計學系,D 日,M 碩士,13,31,11,25,14,22,7,16,0,0,0,0,0,0,0,2
210709,藝術與(創意)設計學系,D 日,B 學士,51,176,70,154,56,157,46,161,0,0,0,0,0,0,14,31
210709,藝術與(創意)設計學系,N 職,M 碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
210709,藝術與(創意)設計學系,S 暑,M 碩士,1,22,0,0,0,21,0,0,0,7,0,0,1,1,0,2
210711,藝術創作理論研究所,D 日,D 博士,3,3,7,2,2,3,0,5,0,7,7,0,4,4,0,1
210715,藝術跨域研究所,D 日,M 碩士,3,7,4,4,3,4,3,3,0,0,0,0,0,0,0,0
210716,藝術創意產業學系,D 日,M 碩士,3,19,4,11,5,14,2,7,0,0,0,0,0,0,0,0
210716,藝術創意產業學系,D 日,B 學士,8,41,6,44,13,38,14,37,0,0,0,0,0,0,2,4
210717,視覺文化研究所,D 日,M 碩士,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
210718,東方藝術學位學程,D 日,M 碩士,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
210719,文化資產與藝術創新研究所,D 日,D 博士,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210802,民俗技藝學系,D 日,B 學士,17,11,12,11,13,8,7,12,0,0,0,0,0,0,1,1
210901,應用藝術(與設計)學系,D 日,D 博士,2,4,4,5,0,3,2,3,2,3,6,2,1,1,1,3
210901,應用藝術(與設計)學系,D 日,M 碩士,14,23,18,25,10,20,10,14,0,0,0,0,0,0,0,0
210902,多媒體動畫藝術學系,D 日,M 碩士,11,9,11,8,10,10,3,3,0,0,0,0,0,0,0,0
210902,多媒體動畫藝術學系,D 日,B 學士,7,27,4,28,8,24,7,22,0,0,0,0,0,0,1,6
210903,(新)(應用)媒體藝術學系,D 日,M 碩士,10,13,8,10,15,8,11,10,0,0,0,0,0,0,0,0
210903,(新)(應用)媒體藝術學系,D 日,B 學士,17,26,11,32,15,26,11,31,0,0,0,0,0,0,0,3
210904,藝術治療研究所,D 日,M 碩士,0,0,0,8,0,6,1,6,0,0,0,0,0,0,0,5
210906,藝術與造形設計學系,D 日,D 博士,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
210906,藝術與造形設計學系,D 日,M 碩士,7,19,9,13,7,13,4,16,0,0,0,0,0,0,0,0
210906,藝術與造形設計學系,D 日,B 學士,18,71,18,65,32,57,25,61,0,0,0,0,0,0,5,8
210906,藝術與造形設計學系,N 職,M 碩士,0,1,3,17,0,0,2,3,0,0,0,0,0,0,0,1
210906,藝術與造形設計學系,S 暑,M 碩士,3,18,0,1,5,15,0,0,0,0,0,0,0,0,1,2
210907,藝術與文化創意學位學程,P 進,B 學士,9,42,8,45,10,36,6,38,0,0,0,0,0,0,3,5
210908,文化創意產業經營學系,D 日,M 碩士,2,11,4,9,3,2,1,0,0,0,0,0,0,0,0,0
210908,文化創意產業經營學系,D 日,B 學士,12,34,5,41,13,32,9,38,0,0,0,0,0,0,0,5
210908,文化創意產業經營學系,N 職,M 碩士,3,17,12,19,3,5,0,2,0,0,0,0,0,0,0,0
210989,藝術類第二專長學位學程,D 日,X 4+X,8,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0
211001,藝術行政與管理研究所,D 日,M 碩士,7,16,3,18,10,18,3,5,0,0,0,0,0,0,1,2
211005,文化資產(維護)學系,D 日,M 碩士,12,10,6,12,8,6,4,7,0,0,0,0,0,0,0,0
211005,文化資產(維護)學系,D 日,B 學士,18,52,15,49,14,51,15,46,0,0,0,0,0,0,5,8
211005,文化資產(維護)學系,D 日,C 學士,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
211009,文創產業國際藝術學位學程,D 日,M 碩士,3,9,1,6,1,3,0,0,0,0,0,0,0,0,0,0
211010,藝術管理與文化政策研究所,D 日,D 博士,0,7,0,6,1,4,1,3,1,3,2,3,1,1,0,0
211010,藝術管理與文化政策研究所,D 日,M 碩士,2,8,7,6,1,8,0,7,0,0,0,0,0,0,0,0
211011,藝術管理與藝術經紀學位學程,D 日,B 學士,8,46,13,36,7,38,10,31,0,0,0,0,0,0,0,0
220101,臺灣文學系,D 日,D 博士,5,9,2,9,5,4,3,6,3,3,4,3,2,8,0,0
220101,臺灣文學系,D 日,M 碩士,16,40,16,41,24,29,15,43,0,0,0,0,0,0,0,0
220101,臺灣文學系,D 日,B 學士,40,114,43,106,41,97,43,95,0,0,0,0,0,0,10,23
220101,臺灣文學系,N 職,M 碩士,5,18,11,18,2,5,2,2,8,13,1,2,0,0,0,0
220101,臺灣文學系,S 暑,M 碩士,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
220102,臺灣語文(與傳播)學系,D 日,D 博士,1,3,4,1,2,2,4,3,3,3,1,5,0,0,0,0
220102,臺灣語文(與傳播)學系,D 日,M 碩士,4,9,3,9,3,5,5,13,0,0,0,0,0,0,0,0
220102,臺灣語文(與傳播)學系,D 日,B 學士,27,89,30,85,34,113,38,101,0,0,0,0,0,0,7,20
220102,臺灣語文(與傳播)學系,N 職,M 碩士,0,0,0,0,1,1,3,5,2,5,3,2,0,0,0,0
220104,臺灣文學與跨國文化研究所,D 日,M 碩士,4,7,2,13,4,7,5,3,0,0,0,0,0,0,0,0
220104,臺灣文學與跨國文化研究所,N 職,M 碩士,2,12,2,7,3,9,3,2,0,9,0,0,0,0,0,0
220105,臺灣歷史文化及語言研究所,D 日,M 碩士,7,6,5,10,6,11,2,11,0,0,0,0,0,0,0,1
220105,臺灣歷史文化及語言研究所,N 職,M 碩士,6,13,0,2,4,14,0,1,3,2,1,1,0,0,0,0
220106,台灣與跨文化研究國際研究所,D 日,D 博士,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220201,(中)國(語)文學系,D 日,D 博士,66,83,61,78,68,75,61,80,65,69,48,68,56,66,21,30
220201,(中)國(語)文學系,D 日,M 碩士,141,280,137,208,126,226,178,275,0,0,0,0,0,0,19,42
220201,(中)國(語)文學系,D 日,B 學士,634,1725,635,1636,707,1607,636,1606,0,0,0,0,0,0,237,387
220201,(中)國(語)文學系,N 職,M 碩士,34,156,36,169,45,168,41,124,15,91,7,53,0,0,9,57
220201,(中)國(語)文學系,P 進,B 學士,97,202,92,169,68,129,70,119,16,36,0,0,0,0,24,56
220201,(中)國(語)文學系,S 暑,M 碩士,3,23,8,42,2,24,4,34,1,14,3,3,0,0,3,3
220202,應用中(國)文學系,D 日,D 博士,1,4,0,5,2,2,1,3,1,4,1,1,0,0,0,0
220202,應用中(國)文學系,D 日,M 碩士,2,1,2,2,4,2,3,4,0,0,0,0,0,0,0,1
220202,應用中(國)文學系,D 日,B 學士,56,157,62,151,68,154,68,146,0,0,0,0,0,0,17,31
220202,應用中(國)文學系,N 職,M 碩士,1,10,2,4,1,9,0,1,0,3,1,2,0,0,0,0
220204,(應用)華語(文)學系,D 日,M 碩士,12,36,9,30,6,19,3,16,0,0,0,0,0,0,0,0
220204,(應用)華語(文)學系,D 日,B 學士,92,400,73,359,113,388,62,337,0,0,0,0,0,0,41,54
220204,(應用)華語(文)學系,N 修,B 學士,0,0,0,0,19,31,9,32,0,0,0,0,0,0,6,6
220204,(應用)華語(文)學系,S 暑,M 碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
220205,文學系,D 日,M 碩士,3,5,1,5,5,0,3,8,0,0,0,0,0,0,0,0
220205,文學系,D 日,B 學士,24,20,13,17,8,18,15,14,0,0,0,0,0,0,2,3
220205,文學系,N 職,M 碩士,7,3,2,3,1,4,2,3,2,1,0,0,0,0,0,0
220207,國學研究所,D 日,D 博士,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
220207,國學研究所,D 日,M 碩士,9,11,9,9,8,7,9,4,0,0,0,0,0,0,0,0
220208,經學研究所,D 日,M 碩士,3,5,2,5,6,4,5,5,0,0,0,0,0,0,0,0
220208,經學研究所,N 職,M 碩士,1,0,3,8,1,2,1,5,3,4,0,1,0,0,1,0
220211,華文文學系,D 日,M 碩士,7,6,10,7,6,9,4,9,0,0,0,0,0,0,0,0
220211,華文文學系,D 日,B 學士,11,42,18,29,18,30,8,36,0,0,0,0,0,0,3,8
220213,中國文學與應用學系,D 日,D 博士,5,2,3,4,3,3,3,1,4,2,2,1,2,1,0,0
220213,中國文學與應用學系,D 日,M 碩士,3,4,2,2,2,7,3,1,0,0,0,0,0,0,0,0
220213,中國文學與應用學系,D 日,B 學士,18,20,13,20,7,22,15,13,0,0,0,0,0,0,1,1
220213,中國文學與應用學系,N 職,M 碩士,3,10,3,5,3,5,0,5,0,0,0,0,0,0,1,2
220214,儒學研究所,D 日,M 碩士,4,7,6,6,1,0,0,0,0,0,0,0,0,0,0,0
220215,漢學應用研究所,D 日,M 碩士,6,11,2,7,2,5,1,2,0,0,0,0,0,0,0,0
220215,漢學應用研究所,N 職,M 碩士,2,5,2,6,1,7,0,1,1,0,0,0,0,0,0,0
220301,外國語文學系,D 日,D 博士,5,6,4,2,2,4,5,4,6,5,5,5,3,8,0,0
220301,外國語文學系,D 日,M 碩士,39,111,40,87,40,89,38,90,0,0,0,0,0,0,1,4
220301,外國語文學系,D 日,B 學士,291,870,296,877,274,908,263,860,0,0,0,0,0,0,79,182
220301,外國語文學系,N 職,M 碩士,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0
220301,外國語文學系,P 進,B 學士,20,37,15,42,12,43,18,29,8,23,0,0,0,0,2,5
220303,應用外語系,D 日,M 碩士,28,60,21,65,15,41,5,16,0,0,0,0,0,0,0,0
220303,應用外語系,D 日,B 學士,666,1757,644,1726,670,1772,615,1868,0,0,0,0,0,0,181,404
220303,應用外語系,D 日,C 學士,0,0,0,0,24,75,26,78,0,0,0,0,0,0,4,10
220303,應用外語科,D 日,5 五專,102,345,135,400,112,461,108,414,103,388,0,0,0,0,17,34
220303,應用外語系,N 職,M 碩士,11,49,7,33,9,20,4,13,4,8,0,2,0,0,0,2
220303,應用外語系,N 修,B 學士,217,262,138,266,154,272,115,225,0,0,0,0,0,0,43,76
220303,應用外語系,N 修,C 學士,0,0,0,0,57,94,28,82,0,0,0,0,0,0,12,22
220303,應用外語系,P 進,B 學士,76,110,51,85,42,84,37,86,0,0,0,0,0,0,13,26
220304,應用外國語文學系,D 日,M 碩士,4,9,2,4,4,13,4,11,0,0,0,0,0,0,0,0
220304,應用外國語文學系,D 日,B 學士,23,74,32,71,17,88,14,81,0,0,0,0,0,0,5,8
220305,外語文教事業發展研究所,N 職,M 碩士,1,8,1,4,0,0,0,0,0,0,0,0,0,0,2,8
220306,西洋語文學系,D 日,M 碩士,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220306,西洋語文學系,D 日,B 學士,10,37,10,43,8,39,16,38,0,0,0,0,0,0,4,7
220307,英國語文學系,D 日,D 博士,2,1,2,2,4,3,1,1,2,3,0,2,2,2,0,0
220307,英國語文學系,D 日,M 碩士,13,27,17,34,16,34,12,38,0,0,0,0,0,0,0,0
220307,英國語文學系,D 日,B 學士,165,420,131,474,136,463,118,500,0,0,0,0,0,0,58,128
220307,英國語文學系,D 日,C 學士,0,0,0,0,10,59,3,48,0,0,0,0,0,0,3,8
220307,英國語文科,D 日,5 五專,27,128,27,105,20,130,15,138,23,123,0,0,0,0,1,3
220307,英國語文學系,N 職,M 碩士,0,0,3,13,0,5,1,8,0,4,0,0,0,0,0,0
220307,英國語文學系,N 修,B 學士,38,107,42,105,38,109,33,103,0,0,0,0,0,0,20,45
220307,英國語文學系,N 修,C 學士,0,0,0,0,23,64,9,31,0,0,0,0,0,0,1,9
220307,英國語文學系,P 進,B 學士,33,83,32,87,21,78,19,78,0,0,0,0,0,0,12,32
220308,英語學系,D 日,D 博士,8,10,5,8,8,4,5,9,0,6,6,8,8,9,0,1
220308,英語學系,D 日,M 碩士,21,62,27,65,18,56,12,71,0,0,0,0,0,0,0,1
220308,英語學系,D 日,B 學士,114,398,117,379,118,396,92,439,0,0,0,0,0,0,26,59
220308,英語學系,N 職,M 碩士,3,14,11,45,6,10,6,19,1,7,4,14,0,0,0,0
220308,英語學系,P 進,B 學士,0,1,12,25,7,33,9,11,0,0,0,0,0,0,2,3
220308,英語學系,S 暑,M 碩士,2,13,0,0,3,18,0,0,3,8,0,6,0,0,0,0
220309,英文學系,D 日,D 博士,5,6,5,6,4,5,0,0,0,0,0,0,0,0,9,17
220309,英文學系,D 日,M 碩士,10,17,5,17,1,4,2,4,0,0,0,0,0,0,12,29
220309,英文學系,D 日,B 學士,89,302,102,298,104,304,85,324,0,0,0,0,0,0,27,70
220309,英文學系,P 進,B 學士,39,74,31,83,30,61,26,66,7,30,0,0,0,0,3,17
220310,英美(語)文學系,D 日,D 博士,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
220310,英美(語)文學系,D 日,M 碩士,6,10,7,15,7,13,7,17,0,0,0,0,0,0,0,1
220310,英美(語)文學系,D 日,B 學士,78,216,68,212,95,204,77,210,0,0,0,0,0,0,24,38
220310,英美(語)文學系,P 進,B 學士,4,5,6,10,9,17,14,18,0,0,0,0,0,0,1,5
220311,應用英文學系,D 日,M 碩士,4,9,1,12,4,11,5,10,0,0,0,0,0,0,0,0
220311,應用英文學系,D 日,B 學士,8,41,6,46,7,44,15,42,0,0,0,0,0,0,2,1
220311,應用英文學系,N 職,M 碩士,6,8,4,15,4,10,0,2,0,0,0,0,0,0,0,0
220312,應用英語學系,D 日,M 碩士,29,56,28,45,26,43,15,36,0,0,0,0,0,0,6,9
220312,應用英語學系,D 日,B 學士,496,1444,481,1412,545,1545,486,1519,0,0,0,0,0,0,140,228
220312,應用英語學系,D 日,C 學士,0,0,0,0,19,124,22,111,0,0,0,0,0,0,1,8
220312,應用英語科,D 日,5 五專,48,232,70,286,45,265,57,282,42,266,0,0,0,0,7,18
220312,應用英語學系,N 職,M 碩士,5,27,8,24,4,18,6,21,5,13,0,7,0,0,0,0
220312,應用英語學系,N 修,B 學士,84,227,81,219,108,292,100,258,0,0,0,0,0,0,39,91
220312,應用英語學系,N 修,C 學士,0,0,0,0,55,73,35,55,0,0,0,0,0,0,4,6
220312,應用英語學系,P 進,B 學士,34,37,33,39,32,39,21,47,0,0,0,0,0,0,8,12
220314,法國語文學系,D 日,M 碩士,7,12,4,11,1,9,2,9,0,0,0,0,0,0,2,12
220314,法國語文學系,D 日,B 學士,72,341,73,343,54,346,64,320,0,0,0,0,0,0,26,75
220314,法國語文學系,D 日,C 學士,0,0,0,0,3,8,1,11,0,0,0,0,0,0,1,0
220314,法國語文科,D 日,5 五專,8,44,9,44,4,45,11,40,6,39,0,0,0,0,0,4
220314,法國語文學系,N 修,B 學士,12,28,5,22,3,17,4,26,0,0,0,0,0,0,2,8
220315,德國語文學系,D 日,B 學士,47,185,39,188,43,171,38,172,0,0,0,0,0,0,23,58
220315,德國語文學系,D 日,C 學士,0,0,0,0,2,8,2,15,0,0,0,0,0,0,0,3
220315,德國語文科,D 日,5 五專,8,42,6,48,7,41,6,44,2,48,0,0,0,0,0,3
220315,德國語文學系,N 修,B 學士,16,24,14,25,4,14,5,7,0,0,0,0,0,0,2,8
220316,德語語文學系,D 日,M 碩士,1,6,4,3,1,4,1,12,0,0,0,0,0,0,0,0
220316,德語語文學系,D 日,B 學士,11,51,13,59,10,50,10,61,0,0,0,0,0,0,5,12
220317,應用德語系,D 日,M 碩士,0,8,2,4,3,2,2,8,0,0,0,0,0,0,0,0
220317,應用德語系,D 日,B 學士,7,56,11,54,9,50,15,49,0,0,0,0,0,0,3,7
220318,西班牙語文學系,D 日,M 碩士,9,16,4,16,5,9,3,13,0,0,0,0,0,0,4,9
220318,西班牙語文學系,D 日,B 學士,82,348,67,376,92,319,87,296,0,0,0,0,0,0,32,61
220318,西班牙語文學系,D 日,C 學士,0,0,0,0,3,13,0,12,0,0,0,0,0,0,2,1
220318,西班牙語文科,D 日,5 五專,10,44,9,41,7,44,6,47,7,40,0,0,0,0,0,5
220318,西班牙語文學系,N 修,B 學士,15,35,10,24,6,17,5,23,0,0,0,0,0,0,6,12
220319,東方語文學系,D 日,M 碩士,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0
220319,東方語文學系,D 日,B 學士,18,53,31,45,27,41,25,37,0,0,0,0,0,0,10,13
220320,日本語文學系,D 日,D 博士,2,2,4,1,0,3,1,2,1,2,1,0,0,2,0,0
220320,日本語文學系,D 日,M 碩士,19,39,20,51,10,39,17,47,0,0,0,0,0,0,7,22
220320,日本語文學系,D 日,B 學士,293,848,299,880,296,839,287,847,0,0,0,0,0,0,84,214
220320,日本語文學系,D 日,C 學士,0,0,0,0,4,20,0,17,0,0,0,0,0,0,1,12
220320,日本語文科,D 日,5 五專,6,45,9,44,11,41,10,41,8,42,0,0,0,0,1,1
220320,日本語文學系,N 職,M 碩士,3,16,4,9,0,6,2,7,1,8,1,0,0,0,2,10
220320,日本語文學系,N 修,B 學士,24,72,34,65,16,70,25,62,0,0,0,0,0,0,7,20
220320,日本語文學系,N 修,C 學士,0,0,0,0,11,13,12,22,1,10,0,0,0,0,1,0
220320,日本語文學系,P 進,B 學士,81,191,90,190,73,176,64,158,10,31,0,0,0,0,25,49
